position COMBINED_rate.cM.Mb Genetic_Map.cM
10225810 0.1757110808 15.476014923567
10226233 0.212526755 15.476089249355
10226433 0.1827546379 15.476131754706
10226600 0.1635523999 15.47616227473
10226730 0.1503257714 15.476183536542
10227365 0.1515755318 15.476278993407
10227871 0.1617898986 15.476355690626
10229801 0.1787822317 15.47666794513
10229816 0.1935633525 15.476670626864
10230919 0.2691711981 15.476884127242
10231086 0.3881398781 15.476929078832
10231691 0.3529081534 15.477163903458
10231726 0.275867748 15.477176255243
10232362 0.3371227816 15.477351707131
10232668 0.3196425343 15.477454866702
10232858 1.0207459941 15.477515598784
10233929 0.5045818049 15.478608817743
10233986 0.2460470261 15.478637578906
10234059 0.1707697897 15.478655540339
10234149 0.1519390069 15.47867090962
10234508 0.1484377579 15.478725455724
10234859 0.1466831934 15.478777557377
10235900 0.1466514731 15.478930254581
10236001 0.1469423748 15.47894506638
10236025 0.1472492696 15.478948592997
10238283 0.3985983904 15.479281081847
10238407 0.7826128258 15.479330508048
10238723 0.8790104632 15.479577813701
10238852 0.8871058653 15.479691206051
10239557 0.8887167451 15.480316615686
10239667 0.8884029444 15.480414374528
10239836 0.892022018 15.480564514625
10240607 0.8974287907 15.481252263601
10243022 0.8989441891 15.483419554131
10243364 0.8988114821 15.483726993043
10243939 0.898784626 15.484243809646
10245711 0.8984697584 15.485836456003
10246914 0.9001677401 15.486917315122
10246961 0.902508459 15.486959623006
10247015 0.9047845263 15.487008358463
10247912 0.94261653 15.487819950183
10248005 0.9394266989 15.48790761352
10248239 0.9994836743 15.488127439368
10250032 0.9450000756 15.489919513596
10251593 0.4684243048 15.491394658714
10254094 0.3798827839 15.4925661879
10255462 0.1401644224 15.493085867548
10255719 0.1260524284 15.493121889805
10256923 0.1212554466 15.493273656929
10257294 0.1149502909 15.493318642699
10257627 0.1123787393 15.493356921146
10257965 0.1109639222 15.49339490516
10258877 0.1093479817 15.493496104257
10260503 0.1082393137 15.493673904075
10260663 0.106683202 15.493691222366
10266002 0.1065922484 15.494260803981
10267626 0.1066441313 15.494433909792
10268346 0.1067402249 15.494510693567
10276539 0.1174057722 15.495385216229
10278627 0.1209057547 15.495630359482
10283239 0.1287013941 15.496187976822
10284433 0.1837905729 15.496341646287
10284646 0.2363034609 15.496380793679
10285254 0.2481701695 15.496524466183
10287136 0.246694564 15.496991522442
10287537 0.2485048415 15.497090446962
10289658 0.262981915 15.497617525731
10290819 0.2767980282 15.497922847734
10291450 0.3972194791 15.49809750729
10292596 0.3825683819 15.498552720813
10292915 0.5278473156 15.498674760127
10296902 0.8239087683 15.500779287374
10297210 2.3189702224 15.501033051275
10298338 1.3583430426 15.503648849686
10299297 1.2285186336 15.504951500663
10299594 0.7238847179 15.505316370698
10300233 0.5576667265 15.505778933032
10301056 0.5496811825 15.506237892748
10301506 0.3290108125 15.50648524928
10301950 2.7334804321 15.506631330081
10302287 0.1776992602 15.507552512987
10302384 0.1574844878 15.507569749815
10305329 0.0072000464 15.508033541631
10307718 0.0054829426 15.508050742542
10309192 0.0051174612 15.5080588244
10310575 0.0051174612 15.508065901849
10310726 0.0050965707 15.508066674585
10312745 0.0050863984 15.508076964562
10313103 0.0050863984 15.508078785492
10313222 0.0050814747 15.508079390774
10313482 0.0050814747 15.508080711957
10313616 0.0050814747 15.508081392875
10313716 0.0050814747 15.508081901022
10314083 0.0050814747 15.508083765923
10314480 0.0050814747 15.508085783269
10314738 0.0050814747 15.508087094289
10316059 0.0051073558 15.508093806917
10316142 0.0051073558 15.508094230828
10316411 0.0051627025 15.508095604707
10317520 0.0061381795 15.508101330144
10318233 0.0089105567 15.508105706666
10318759 0.0100293838 15.508110393618
10318986 0.0108024438 15.508112670289
10319070 0.040120593 15.508113577694
10321565 0.3507932295 15.508213678573
10322792 0.3667467063 15.508644101866
10324283 0.1119287165 15.509190921205
10327713 7.1458220518 15.509574836703
10328049 7.9159625315 15.511975832912
10328772 7.2321107531 15.517699073822
10328900 7.2321107531 15.518624783999
10329443 0.5923314064 15.522551820138
10332484 0.5707354101 15.524353099944
10332581 0.5637650975 15.524408461279
10333003 1.4058890365 15.52464637015
10334027 0.5757334877 15.526086000524
10335595 0.5947055897 15.526988750632
10338077 2.090836223 15.528464809906
10339312 1.9484591056 15.531046992641
10341512 1.9442226156 15.535333602674
10342329 0.1309748575 15.536922032551
10342732 0.0539958458 15.536974815418
10347454 0.0537160706 15.537229783802
10348325 0.0536895796 15.5372765705
10349835 0.0536859568 15.537357641765
10351900 0.0536859568 15.537468503266
10352155 0.0536864846 15.537482193185
10352558 0.0537023482 15.537503828838
10354984 0.0537023482 15.537634110735
10355471 0.0537475873 15.537660263778
10356650 0.0538572942 15.537723632184
10358514 0.05405638 15.53782402218
10358763 0.0541232024 15.537837482219
10360117 0.1000589796 15.537910765035
10360284 0.1851174908 15.537927474884
10360383 0.360407906 15.537945801516
10361344 0.360534024 15.538292153514
10363600 0.3652445949 15.539105518272
10364532 0.3684932656 15.539445926234
10365045 0.3732861121 15.53963496328
10367953 0.3733033179 15.540720479294
10368605 0.3733628621 15.540963873057
10368903 0.3730756135 15.54107513519
10371057 0.3730404706 15.541878740061
10371154 0.3730984288 15.541914924987
10374932 0.7205223165 15.543324490851
10375537 0.7387188942 15.543760406853
10375744 0.8499280167 15.543913321664
10379141 0.8864741052 15.546800527136
10381675 1.150147202 15.549046852519
10382406 0.9636044368 15.549887610124
10384123 0.6655374067 15.551542118941
10388076 0.615803889 15.55417298831
10388675 0.6153770096 15.55454185484
10390699 0.3571298191 15.555787377907
10391942 0.3571288081 15.556231290272
10393497 0.2815789547 15.556786625569
10393834 0.2816903051 15.556881517676
10397257 0.2747634896 15.557845743591
10398536 0.3026395967 15.558197166094
10399460 0.3767165866 15.558476805081
10399922 0.4649813859 15.558650848145
10401711 0.4549177922 15.559482699844
10402311 0.4442033771 15.559755650519
10403001 0.4394222336 15.560062150849
10404207 0.4395729726 15.560592094063
10407635 0.8159793742 15.562098950213
10410063 0.9358844728 15.564080148134
10410089 1.0509061242 15.56410448113
10412859 1.020428243 15.567015491094
10415628 1.0034045488 15.569841056899
10417020 0.9934195793 15.571237796031
10418260 0.9869684656 15.572469636309
10419557 0.9802821115 15.573749734409
10424485 0.3532463443 15.578580564654
10429352 0.308946477 15.580299814612
10431831 0.3087843454 15.581065692929
10433428 0.3087910208 15.581558821528
10433550 0.3088343708 15.581596494033
10434215 0.3088360021 15.581801868889
10435952 0.3088319657 15.582338317025
10437792 0.3092287499 15.582906567842
10440122 0.3174721368 15.583627070829
10440891 0.319864845 15.583871206902
10448324 1.3721410341 15.586248762295
10448422 1.6687704505 15.586383232116
10450912 1.6675289798 15.590538470538
10451120 1.6648960261 15.590885316566
10451554 0.2579437635 15.591607881441
10452798 0.2579177032 15.591928763483
10454457 0.2578837992 15.592356648953
10454634 0.2578837857 15.592402294385
10454865 0.2578888917 15.59246186554
10455285 0.2578774652 15.592570178874
10457223 0.2578774652 15.593069945402
10457326 0.2578774652 15.593096506781
10458875 1.1481067751 15.593495958974
10461190 31.6652220142 15.596153826159
10461434 1.1459615498 15.60388014033
10466103 1.1459156261 15.609230634806
10467788 1.1459156261 15.611161502636
10469843 1.1459156261 15.613516359248
10470951 1.6641305378 15.614786033762
10471254 1.6648066949 15.615290265314
10471870 1.6720857688 15.616315786239
10471974 1.6848524345 15.616489683159
10472438 1.74150684 15.617271454688
10472541 1.8126546995 15.617450829893
10474513 1.814083453 15.62102538496
10476084 1.8141074828 15.623875310065
10477703 2.0772564738 15.626812350079
10477980 2.0832964869 15.627387750123
10478137 2.0919388997 15.627714827671
10478315 2.1015677222 15.628087192795
10479377 2.1246817494 15.630319057716
10491959 7.9988676822 15.657051803487
10502458 0.5079333841 15.741031915282
10503099 0.5069339784 15.741357500581
10505341 0.5057942075 15.742494046561
10505449 0.5058304771 15.742548672335
10507168 0.6273116533 15.743418194925
10507227 0.7706426884 15.743455206313
10508801 0.8458277593 15.744668197905
10510917 0.8926040241 15.746457969443
10514182 0.6927621158 15.749372321582
10514451 0.5085672031 15.749558674591
10516139 0.4850685719 15.75041713603
10518589 0.2154912875 15.751605554031
10520342 0.063576318 15.751983310258
10520521 0.0635756496 15.751994690419
10525055 0.0610156023 15.752282942414
10526041 0.0610867312 15.752343103798
10532537 0.061309265 15.752739923204
10533819 0.0614912645 15.752818521682
10535838 0.0614931763 15.752942672545
10537276 0.0629878088 15.753031099732
10539009 0.0721737779 15.753140257605
10541110 0.0801061771 15.753291894712
10541670 0.088217814 15.753336754172
10542627 0.1118411336 15.75342117862
10544530 0.1806515642 15.753634012297
10546159 0.273229116 15.753928293695
10548877 0.2746100275 15.754670930432
10548951 0.2750991758 15.754691251574
10549340 0.2954289428 15.754798265154
10550037 0.2954724655 15.755004179127
10550225 0.507437191 15.75505972795
10551495 0.6475832864 15.755704173183
10559620 0.6557536079 15.760965787385
10564868 0.3187087806 15.764407182319
10570745 0.3007332669 15.766280233823
10571222 0.2803929577 15.766423683591
10577709 0.214100632 15.768242592708
10580788 0.1067579397 15.768901808554
10584538 0.0935841775 15.769302150828
10585054 0.0885389652 15.769350440264
10585521 0.0830134485 15.76939178796
10595454 0.1092598633 15.770216360544
10596972 0.1092483101 15.770382217016
10597178 0.0761665438 15.770404722168
10599746 0.0735847729 15.770600317853
10599784 0.0718088627 15.770603114074
10603041 0.0712591827 15.77083699554
10605844 0.0710588433 15.771036735029
10614404 0.0710588433 15.771644998728
10616540 0.0710610439 15.771796780417
10617231 0.0710755578 15.771845883599
10617513 0.071082163 15.771865926906
10619376 0.0712911571 15.771998352976
10619500 0.071441711 15.772007193079
10620632 0.0719008848 15.772088065096
10621056 0.07250899 15.772118551071
10621476 0.0733684765 15.772149004847
10627109 0.0733684765 15.772562289475
10627948 0.0733684765 15.772623845627
10629841 0.0736823166 15.772762732153
10632780 0.0738561624 15.772979284481
10636098 0.0741318249 15.773224339228
10637327 0.0743718798 15.773315447241
10641757 0.0743381827 15.773644914668
10641916 0.0741564609 15.773656734439
10642836 0.0741398482 15.773724958383
10643788 0.0745771091 15.773795539519
10645154 0.0751752034 15.77389741185
10645260 0.0759385649 15.773905380421
10648093 0.0937065935 15.774120514376
10653455 0.0681193206 15.77462296913
10655565 0.062042173 15.774766700897
10657891 1.3732505042 15.774911010991
10660289 1.3671517693 15.7782040657
10661679 1.3624781605 15.78010440666
10662381 1.3588331194 15.781060866328
10663062 1.3567590018 15.781986231683
10665012 1.5519523118 15.784631911736
10667151 1.6296428777 15.787951537731
10668867 1.4339478818 15.790748004909
10669178 1.3647549128 15.7911939627
10669749 1.3605788367 15.791973237755
10669882 1.3579488215 15.792154194741
10671139 1.3579488215 15.79386113641
10671338 1.3579349882 15.794131368225
10674880 1.3579349882 15.798941173953
10676255 1.3578930549 15.800808334562
10677823 1.3578930549 15.802937510872
10678074 1.3578930549 15.803278342029
10678420 1.3578930549 15.803748173026
10679093 1.3578922037 15.804662035052
10679174 1.3578922037 15.80477202432
10679770 1.3578922037 15.805581328074
10679791 1.3578922037 15.80560984381
10680525 1.3578922037 15.806606536688
10690095 1.3578922037 15.819601565077
10692063 1.3588661625 15.822273896934
10692481 1.4137830098 15.82284190299
10692634 1.6951935021 15.823058211791
10694351 1.7019217749 15.825968859034
10694655 14.3781222534 15.826486243254
10695580 14.3781222534 15.839786006338
10696230 1.2212386585 15.849131785803
10697630 1.2202317012 15.850841519925
10701919 1.2204387472 15.856075093691
10705225 2.4307033364 15.860109864189
10708008 2.4068224407 15.866874511575
10708605 2.3382859777 15.868311384572
10710089 1.7990887998 15.871781400962
10710256 1.3692904675 15.872081848792
10711087 1.3675328122 15.873219729171
10715272 1.3672460624 15.878942853989
10719012 1.3672460624 15.884056354263
10721606 1.3733862629 15.887602990548
10722227 1.3733862629 15.888455863418
10722245 1.3784733365 15.88848058437
10722712 1.3818823175 15.889124331419
10723386 1.3781136366 15.890055720101
10724053 1.2760688684 15.890974921896
10725154 1.2062323466 15.89237987372
10730451 1.2062323466 15.89876928646
10734465 1.2062323466 15.903611103099
10734667 1.213040993 15.903854762033
10735037 1.2222478152 15.904303587201
10738458 1.2222516398 15.908484896976
10799244 1.2222731463 15.921571545284
10806301 1.2830732963 15.930197126878
10809817 1.3855241796 15.934708412587
10811734 1.4371287465 15.93736446244
10812429 2.1162197142 15.938363266919
10813095 2.1158893204 15.939772669248
10813683 2.8582174179 15.941016812169
10816586 2.8315002478 15.949314217333
10816836 2.7625583367 15.950022092395
10818845 1.3095069648 15.955572072093
10822513 0.885574691 15.96037534364
10824547 0.8845955407 15.962176602561
10824586 0.8836568085 15.962211101787
10826254 0.8834095145 15.963685041344
10826354 0.4553796213 15.963773382295
10828623 0.454878809 15.964806638656
10829244 0.454571557 15.965089118397
10830102 0.4542670755 15.965479140793
10835429 0.4542290574 15.967899021504
10836412 0.4482650117 15.968345528667
10842287 0.4467336712 15.970979085611
10842553 0.4462066928 15.971097916767
10843133 0.4454356045 15.971356716649
10853499 0.7665460804 15.975974102126
10853742 2.8903228977 15.976160372823
10856369 2.8895596991 15.983753251075
10860365 2.8904981563 15.995299931633
10863423 2.8904981563 16.004139074995
10866441 2.9974474622 16.012862598431
10867175 0.5991799908 16.015062724868
10869356 0.5988111966 16.016369536428
10870998 0.5988156908 16.017352784412
10872756 0.4301888244 16.018405502397
10873223 0.3904809426 16.018606400578
10874942 0.3904920176 16.019277637318
10881735 0.3905760373 16.021930249594
10882121 0.2980041874 16.022081011944
10882680 0.2981421637 16.022247596285
10884013 0.2332136663 16.022645019789
10892418 0.2334641088 16.024605180654
10897277 0.2324411579 16.025739582759
10899190 0.2325460273 16.026184242694
10899894 0.2326028721 16.026347955097
10908234 0.2332872747 16.028287863051
10911285 0.2357448275 16.028999622526
10921077 0.2355197114 16.031308035877
10925092 0.2565746469 16.032253647518
10926670 0.2559514036 16.032658522311
10927518 0.2609553805 16.032875569101
10928982 0.2611913387 16.033257607778
10931890 0.2604384206 16.034017152191
10933663 0.2605319643 16.034478909511
10934379 0.2596541932 16.034665450397
10935941 0.260701999 16.035071030247
10943743 0.2607761217 16.037105027244
10943874 0.2611142063 16.037139188915
10945035 0.2534640084 16.037442342509
10945482 0.2535955077 16.037555640921
10948353 0.2474353036 16.038283713623
10948740 0.2540192089 16.038379471086
10950718 0.6469575887 16.038881921081
10951332 0.8870422561 16.039279153041
10952356 0.8648860306 16.040187484311
10955905 0.812946043 16.043256964833
10956838 0.1836772794 16.044015443492
10957323 0.1746795687 16.044104526972
10958355 0.1745375396 16.044284796287
10960557 0.1745520816 16.044669127949
10960697 0.1745545715 16.044693565241
10961533 0.1745710204 16.044839492863
10965478 0.1746053511 16.045528175538
10965639 0.1746275671 16.045556286999
10965762 0.0958208493 16.04557776619
10966594 0.0861779733 16.045657489137
10969115 0.0861906262 16.045874743807
10980476 0.0861906262 16.046853955512
10989343 0.0861906262 16.047618207794
10992798 0.0860525706 16.047915996408
10997837 0.0860443666 16.048349615311
